current_year,current_month,current_day,player_id,birth_date,country_id,current_date,elo_rating,email,first_name,gender,is_email_verified,is_online,is_registered,join_date,language,last_name,last_played_date,mobile,p_password,password_reset_code,player_type,profile_pic_url,username
2024,4,18,5209f076-82d2-4dde-a9b8-e4c7c2f71eeb,2024-04-18 11:53:34.040+0000,,2024-04-18 11:53:34.040+0000,100,cs2_5b65@avrioc.com,,,,True,False,2024-04-18 11:53:34.040+0000,,,,,389e23b2,,General,,state-ownedineptitude
2024,4,18,4c43dbd4-b6d2-43bc-8618-5024bd91e86c,2024-04-18 11:05:19.140+0000,,2024-04-18 11:05:19.140+0000,100,cs2_b8bf@avrioc.com,,,,True,False,2024-04-18 11:05:19.140+0000,,,,,71d04278,,General,,substituteprovocateur
2024,4,18,4ae0c2e2-a263-4cf0-992a-8d56f5031dea,2024-04-18 11:53:49.921+0000,,2024-04-18 11:53:49.921+0000,100,cs2_5321@avrioc.com,,,,True,False,2024-04-18 11:53:49.921+0000,,,,,8651a4f2,,General,,leafytemperature
2024,4,18,48c52431-43ab-40ca-9c09-d67513127ac0,2024-04-18 11:54:10.503+0000,,2024-04-18 11:54:10.503+0000,100,cs2_99ec@avrioc.com,,,,True,False,2024-04-18 11:54:10.503+0000,,,,,ecdd6188,,General,,experimentalexhortation
2024,4,18,48690a07-3c7b-4c70-8cd3-9bb2c55239fc,2024-04-18 11:54:05.843+0000,,2024-04-18 11:54:05.843+0000,100,cs2_5b81@avrioc.com,,,,True,False,2024-04-18 11:54:05.843+0000,,,,,6cf328bb,,General,,rapaciousculvert
2024,4,18,392feee6-1e8f-473e-8e96-bd34ed622496,2024-04-18 11:54:11.411+0000,,2024-04-18 11:54:11.411+0000,100,cs2_5253@avrioc.com,,,,True,False,2024-04-18 11:54:11.411+0000,,,,,24986bb6,,General,,furiousflutter
2024,4,18,335413e8-a637-495d-b1c7-5b4555f3cc60,2024-04-18 11:53:49.368+0000,,2024-04-18 11:53:49.368+0000,100,cs2_915b@avrioc.com,,,,True,False,2024-04-18 11:53:49.368+0000,,,,,2f64e4c3,,General,,militantaltarpiece
2024,4,18,324d8cb2-0222-4b39-b22c-44a51cc9abe9,2024-04-18 13:12:47.624+0000,,2024-04-18 13:12:47.624+0000,100,cs2_755d@avrioc.com,,,,True,False,2024-04-18 13:12:47.624+0000,,,,,245903a8,,General,,glacialexcursion
2024,4,18,2ab78c3f-0375-4a60-8adf-ea68a3eb48de,2024-04-18 11:05:19.218+0000,,2024-04-18 11:05:19.219+0000,100,cs2_0bd3@avrioc.com,,,,True,False,2024-04-18 11:05:19.218+0000,,,,,692bf0cb,,General,,shockingwinery
2024,4,18,138b3f41-f742-494b-8154-5e7251ac11d5,2024-04-18 12:56:41.730+0000,,2024-04-18 12:56:41.730+0000,100,cs2_4622@avrioc.com,,,,True,False,2024-04-18 12:56:41.730+0000,,,,,5698700e,,General,,comingcollaboration
2024,4,18,1152d5a5-fff6-4646-bde9-56a6e5d17fe3,2024-04-18 11:54:11.729+0000,,2024-04-18 11:54:11.729+0000,100,cs2_3f3b@avrioc.com,,,,True,False,2024-04-18 11:54:11.729+0000,,,,,878a8098,,General,,cross-countrypenknife
2024,4,18,0ee90e8d-fb5c-422f-b7a7-373c62b9d278,2024-04-18 12:14:02.059+0000,,2024-04-18 12:14:02.060+0000,100,cs2_5529@avrioc.com,,,,True,False,2024-04-18 12:14:02.059+0000,,,,,59552990,,General,,segregateddecoder
2024,4,18,032ff6a4-470c-40d2-9fb6-c3650e7501a5,2024-04-18 11:54:11.911+0000,,2024-04-18 11:54:11.911+0000,100,cs2_2348@avrioc.com,,,,True,False,2024-04-18 11:54:11.911+0000,,,,,097a116f,,General,,virtuousrunt
2024,4,18,02f8cb24-a1b6-49e3-a589-9a562c7016bf,2024-04-18 11:53:49.176+0000,,2024-04-18 11:53:49.176+0000,100,cs2_ea22@avrioc.com,,,,True,False,2024-04-18 11:53:49.176+0000,,,,,4561ee9c,,General,,totalitariansending
2024,4,17,68ede969-a8a2-430c-b4e0-7490b88bc18d,2024-04-17 10:35:14.765+0000,,2024-04-17 10:35:14.765+0000,100,cs2_0187@avrioc.com,,,,True,False,2024-04-17 10:35:14.765+0000,,,,,2fad308c,,General,,coercivemattress
2024,4,16,e91435ac-095d-47da-85a5-ece6555ab9c4,2024-04-16 10:09:54.955+0000,,2024-04-16 10:09:54.955+0000,100,ahmed-3010@hotmail.coms,,,,True,True,2024-04-16 10:09:54.955+0000,,,,,123,,General,,user1
2024,4,16,868accc9-320b-45b0-b1e7-e0adc5f9c06b,2024-04-16 10:28:31.668+0000,,2024-04-16 10:28:31.668+0000,100,malikaa@gmail.com,,,,True,True,2024-04-16 10:28:31.668+0000,,,,,123456,,Developer,,malikaa
2024,4,15,f6e53c16-0d57-5d10-8bf3-9db6b8d5d6b8,,,,,,CS2,,,,,,,,,,,,,,cs2
2024,4,15,e9d87a0d-1f6e-5a71-bfd4-dd4224292083,,,,,,LC0,,,,,,,,,,,,,,lc0
2024,4,15,346772e3-9605-5098-b8be-107c6e67d7a6,,,,,,CS2,,,,,,,,,,,,,,cs2
2024,4,15,93207919-28c4-4447-9f3a-39c33c5da4ba,2024-04-15 06:21:00.467+0000,,2024-04-15 06:21:00.467+0000,100,cs2_9558@avrioc.com,,,,True,False,2024-04-15 06:21:00.467+0000,,,,,f4accc82,,General,,abstractwoodpile
2024,4,15,8e416677-cbcd-4ae8-8549-720855ca82d9,,,2024-04-15 06:23:48.779+0000,100,,,,,True,True,2024-04-15 06:23:48.779+0000,,,,,123,,Developer,/Users/ahmed.soliman/workspace/ahmed/cs2-platform-backend/controllers/user-pics/ahmed_id_8e416677-cbcd-4ae8-8549-720855ca82d9.jpg,
2024,4,15,7879dc50-645b-47ea-8c45-9445f5ce7771,,,2024-04-15 06:18:24.099+0000,100,,,,,True,True,2024-04-15 06:18:24.099+0000,,,,,123,,General,/Users/ahmed.soliman/workspace/ahmed/cs2-platform-backend/controllers/user-pics/ahmed_id_7879dc50-645b-47ea-8c45-9445f5ce7771.jpg,
2024,4,15,15be601f-269a-4a24-a237-37ad8b8cb244,2024-04-15 06:31:41.578+0000,,2024-04-15 06:31:41.578+0000,100,ahmed-3010@hotmail.com,,,,True,True,2024-04-15 06:31:41.578+0000,,,,,123,,Developer,,ahmed
